Name,Language,Stars,Forks,Owner,Created At
public-apis,Python,444138,48692,public-apis,2016-03-20T23:49:42Z
free-programming-books,Python,390772,66451,EbookFoundation,2013-10-11T06:50:37Z
system-design-primer,Python,354787,56895,donnemartin,2017-02-26T16:15:28Z
awesome-python,Python,304741,28145,vinta,2014-06-27T21:00:06Z
Python,Python,222194,50794,TheAlgorithms,2016-07-16T09:44:01Z
hermes-agent,Python,202620,36202,NousResearch,2025-07-22T22:22:28Z
AutoGPT,Python,185156,46128,Significant-Gravitas,2023-03-16T09:21:07Z
yt-dlp,Python,173243,14604,yt-dlp,2020-10-26T04:22:55Z
stable-diffusion-webui,Python,163874,30363,AUTOMATIC1111,2022-08-22T14:05:26Z
HelloGitHub,Python,162635,12223,521xueweihan,2016-05-04T06:24:11Z
transformers,Python,161902,33592,huggingface,2018-10-29T13:56:00Z
markitdown,Python,158962,11121,microsoft,2024-11-13T19:56:40Z
skills,Python,155009,18249,anthropics,2025-09-22T15:53:31Z
langflow,Python,150062,9335,langflow-ai,2023-02-08T22:28:03Z
open-webui,Python,142950,20595,open-webui,2023-10-06T22:08:27Z
youtube-dl,Python,140602,10683,ytdl-org,2010-10-31T14:35:07Z
langchain,Python,140162,23249,langchain-ai,2022-10-17T02:58:36Z
claude-code,Python,134309,21702,anthropics,2025-02-22T17:41:21Z
ComfyUI,Python,118283,13839,Comfy-Org,2023-01-17T03:15:56Z
awesome-llm-apps,Python,115548,17172,Shubhamsaboo,2024-04-29T05:30:25Z
spec-kit,Python,115384,10186,github,2025-08-21T22:54:31Z
DeepSeek-V3,Python,103799,16731,deepseek-ai,2024-12-26T09:52:40Z
whisper,Python,103601,12615,openai,2022-09-16T20:02:54Z
pytorch,Python,101143,28120,pytorch,2016-08-13T05:26:41Z
browser-use,Python,100604,11192,browser-use,2024-10-31T16:00:56Z
fastapi,Python,99648,9475,fastapi,2018-12-08T08:21:47Z
thefuck,Python,97420,3948,nvbn,2015-04-08T15:08:04Z
ui-ux-pro-max-skill,Python,96287,10119,nextlevelbuilder,2025-11-30T11:36:31Z
Deep-Live-Cam,Python,94160,13718,hacksider,2023-09-24T13:19:31Z
MoneyPrinterTurbo,Python,92444,13337,harry0703,2024-03-11T02:57:34Z
autoresearch,Python,88523,12808,karpathy,2026-03-06T22:00:43Z
TradingAgents,Python,88438,17081,TauricResearch,2024-12-28T03:31:08Z
django,Python,88126,33868,django,2012-04-28T02:47:18Z
core,Python,87966,37749,home-assistant,2013-09-17T07:29:48Z
manim,Python,87858,7330,3b1b,2015-03-22T18:50:58Z
sherlock,Python,85446,9996,sherlock-project,2018-12-24T14:30:48Z
vllm,Python,84196,18481,vllm-project,2023-02-09T11:23:20Z
PaddleOCR,Python,83777,10876,PaddlePaddle,2020-05-08T10:38:16Z
devops-exercises,Python,82925,19606,bregman-arie,2019-10-03T17:31:21Z
funNLP,Python,81438,15244,fighting41love,2018-08-21T11:20:39Z
PayloadsAllTheThings,Python,78659,17121,swisskyrepo,2016-10-18T07:29:07Z
d2l-zh,Python,78524,12278,d2l-ai,2017-08-23T04:40:24Z
OpenHands,Python,78290,9955,OpenHands,2024-03-13T03:33:31Z
hackingtool,Python,77790,8827,Z4nzu,2020-04-11T09:21:31Z
models,Python,77670,45013,tensorflow,2016-02-05T01:15:20Z
odysseus,Python,77631,10105,pewdiepie-archdaemon,2026-05-31T14:05:51Z
deer-flow,Python,74567,10046,bytedance,2025-05-07T02:50:19Z
cpython,Python,73536,34775,python,2017-02-10T19:23:51Z
screenshot-to-code,Python,73056,8988,abi,2023-11-14T17:53:32Z
awesome-machine-learning,Python,73037,15508,josephmisiti,2014-07-15T19:11:19Z
LlamaFactory,Python,72482,8863,hiyouga,2023-05-28T10:09:12Z
flask,Python,71861,16876,pallets,2010-04-06T11:11:59Z
graphify,Python,71831,7196,safishamsi,2026-04-03T15:49:07Z
gpt_academic,Python,70950,8358,binary-husky,2023-03-20T09:05:13Z
OpenBB,Python,69658,7041,OpenBB-finance,2020-12-20T10:46:38Z
crawl4ai,Python,69558,7106,unclecode,2024-05-09T09:48:50Z
MinerU,Python,69061,5838,opendatalab,2024-02-29T08:52:34Z
ansible,Python,69046,24094,ansible,2012-03-06T14:58:02Z
MetaGPT,Python,69023,8814,FoundationAgents,2023-06-30T09:04:55Z
learn-claude-code,Python,68368,11136,shareAI-lab,2025-06-29T15:34:15Z
unsloth,Python,67315,6042,unslothai,2023-11-29T16:50:09Z
MiroFish,Python,67158,10467,666ghj,2025-11-26T04:23:02Z
annotated_deep_learning_paper_implementations,Python,66992,6717,labmlai,2020-08-25T02:29:34Z
gpt4free,Python,66446,13572,xtekky,2023-03-29T17:00:43Z
scikit-learn,Python,66445,27106,scikit-learn,2010-08-17T09:43:38Z
30-Days-Of-Python,Python,66086,12351,Asabeneh,2019-11-19T17:24:16Z
Scrapling,Python,66044,6523,D4Vinci,2024-10-13T20:29:53Z
awesome-claude-skills,Python,65851,7316,ComposioHQ,2025-10-17T07:15:01Z
localstack,Python,65069,4745,localstack,2016-10-25T23:48:03Z
keras,Python,64103,19739,keras-team,2015-03-28T00:35:42Z
pathway,Python,62842,1673,pathwaycom,2022-11-27T13:01:14Z
scrapy,Python,62527,11699,scrapy,2010-02-22T02:01:14Z
docling,Python,62128,4350,docling-project,2024-07-09T07:50:26Z
hello-agents,Python,61689,7608,datawhalechina,2025-09-07T09:50:24Z
openpilot,Python,61537,11023,commaai,2016-11-24T01:33:30Z
ai-hedge-fund,Python,60525,10698,virattt,2024-11-29T16:30:01Z
nanoGPT,Python,60116,10354,karpathy,2022-12-28T00:51:12Z
Real-Time-Voice-Cloning,Python,59942,9403,CorentinJ,2019-05-26T08:56:15Z
TrendRadar,Python,59900,24724,sansan0,2025-04-28T11:42:16Z
llama,Python,59469,9792,meta-llama,2023-02-14T09:29:12Z
mem0,Python,59420,6865,mem0ai,2023-06-20T08:58:36Z
autogen,Python,59237,8936,microsoft,2023-08-18T11:43:45Z
GPT-SoVITS,Python,59039,6441,RVC-Boss,2024-01-14T18:05:21Z
ultralytics,Python,58800,11251,ultralytics,2022-09-11T16:39:45Z
yolov5,Python,57558,17468,ultralytics,2020-05-18T03:45:11Z
private-gpt,Python,57293,7606,zylon-ai,2023-05-02T09:15:31Z
you-get,Python,56845,9728,soimort,2012-08-20T15:53:36Z
rich,Python,56692,2200,Textualize,2019-11-10T15:28:09Z
OpenManus,Python,56642,9855,FoundationAgents,2025-03-06T14:08:14Z
face_recognition,Python,56528,13692,ageitgey,2017-03-03T21:52:39Z
mempalace,Python,56345,7289,MemPalace,2026-04-05T01:12:07Z
nanochat,Python,55420,7620,karpathy,2025-10-13T13:46:35Z
n8n-workflows,Python,55382,7341,Zie619,2025-05-14T08:43:59Z
faceswap,Python,55314,13363,deepfakes,2017-12-19T09:44:13Z
gpt-engineer,Python,55206,7303,AntonOsika,2023-04-29T12:52:15Z
crewAI,Python,54346,7606,crewAIInc,2023-10-27T03:26:59Z
requests,Python,54070,9985,psf,2011-02-13T18:38:17Z
odoo,Python,52642,32906,odoo,2014-05-13T15:38:58Z
MediaCrawler,Python,52513,10892,NanmiCoder,2023-06-09T12:14:34Z
minimind,Python,52185,6720,jingyaogong,2024-07-27T04:34:12Z
freqtrade,Python,51825,10799,freqtrade,2017-05-17T23:48:53Z
grok-1,Python,51689,8469,xai-org,2024-03-17T08:53:38Z
litellm,Python,51502,9168,BerriAI,2023-07-27T00:09:52Z
professional-programming,Python,51166,3996,charlax,2015-11-07T05:07:52Z
Fooocus,Python,50511,8128,lllyasviel,2023-08-09T18:43:40Z
headroom,Python,50394,3535,headroomlabs-ai,2026-01-07T19:58:51Z
llama_index,Python,50370,7632,run-llama,2022-11-02T04:24:54Z
VibeVoice,Python,49609,5536,microsoft,2025-08-25T13:24:01Z
daily_stock_analysis,Python,49274,43316,ZhuLinsen,2026-01-10T06:43:20Z
pandas,Python,49052,20037,pandas-dev,2010-08-24T01:37:33Z
big-list-of-naughty-strings,Python,47687,2160,minimaxir,2015-08-08T20:57:20Z
textgen,Python,47374,5974,oobabooga,2022-12-21T04:17:37Z
awesome-claude-code,Python,47254,4131,hesreallyhim,2025-04-19T20:55:59Z
aider,Python,46676,4645,Aider-AI,2023-05-09T18:57:49Z
last30days-skill,Python,46574,3860,mvanhorn,2026-01-23T20:37:37Z
airflow,Python,45916,17295,apache,2015-04-13T18:04:58Z
TTS,Python,45614,6127,coqui-ai,2020-05-20T15:45:28Z
exo,Python,45606,3277,exo-explore,2024-06-24T18:36:22Z
CowAgent,Python,45601,10229,zhayujie,2022-08-07T08:33:41Z
Umi-OCR,Python,45538,4478,hiroi-sora,2022-03-28T04:01:46Z
copyparty,Python,45353,1848,9001,2019-05-26T15:28:33Z
qlib,Python,45149,7187,microsoft,2020-08-14T06:46:00Z
streamlit,Python,45065,4299,streamlit,2019-08-24T00:14:52Z
Summer2026-Internships,Python,45052,3179,SimplifyJobs,2020-05-23T20:53:18Z
supervision,Python,44901,3988,roboflow,2022-11-28T14:08:44Z
nanobot,Python,44720,7883,HKUDS,2026-02-01T07:16:15Z
sentry,Python,44159,4730,getsentry,2010-08-30T22:06:41Z
mitmproxy,Python,44054,4605,mitmproxy,2010-02-16T04:10:13Z
CLI-Anything,Python,43785,4096,HKUDS,2026-03-08T13:52:57Z
ccxt,Python,43045,8710,ccxt,2017-05-14T15:41:56Z
ray,Python,43017,7730,ray-project,2016-10-25T19:38:30Z
gradio,Python,42990,3510,gradio-app,2018-12-19T08:24:04Z
python-patterns,Python,42816,7014,faif,2012-06-06T21:02:35Z
DeepSpeed,Python,42576,4866,deepspeedai,2020-01-23T18:35:18Z
paperless-ngx,Python,42470,2833,paperless-ngx,2022-02-12T21:56:52Z
diagrams,Python,42397,2729,mingrammer,2020-02-02T15:23:24Z
ailearning,Python,42349,11542,apachecn,2017-02-25T08:53:02Z
vnpy,Python,42064,11983,vnpy,2015-03-02T03:36:58Z
antigravity-awesome-skills,Python,41663,6679,sickn33,2026-01-14T17:48:09Z
black,Python,41581,2780,psf,2018-03-14T19:54:45Z
BettaFish,Python,41507,7604,666ghj,2024-07-01T13:11:38Z
cheat.sh,Python,41485,1915,chubin,2017-05-07T21:40:56Z
ColossalAI,Python,41405,4506,hpcaitech,2021-10-28T16:19:44Z
ChatGLM-6B,Python,41036,5136,zai-org,2023-03-13T12:00:18Z
agno,Python,40840,5555,agno-agi,2022-05-04T15:23:02Z
Agent-Reach,Python,40604,3209,Panniantong,2026-02-24T02:10:24Z
bert,Python,40047,9699,google-research,2018-10-25T22:57:34Z
Deep-Learning-Papers-Reading-Roadmap,Python,39533,7289,floodsung,2016-10-14T11:49:48Z
ChatTTS,Python,39511,4249,2noise,2024-05-27T18:26:49Z
FastChat,Python,39487,4791,lm-sys,2023-03-19T00:18:02Z
BitNet,Python,39457,3611,microsoft,2024-08-05T09:07:38Z
quivr,Python,39177,3721,QuivrHQ,2023-05-12T23:53:30Z
manim,Python,39164,2924,ManimCommunity,2020-05-19T02:37:13Z
python-cheatsheet,Python,38527,6709,gto76,2018-01-25T04:16:53Z
cli,Python,38237,3956,httpie,2012-02-25T12:39:13Z
Langchain-Chatchat,Python,38216,6215,chatchat-space,2023-03-31T12:12:45Z
claude-howto,Python,38168,4602,luongnv89,2025-11-07T22:59:34Z
sqlmap,Python,37742,6302,sqlmapproject,2012-06-26T09:52:15Z
GFPGAN,Python,37479,6274,TencentARC,2021-03-19T06:18:20Z
Open-Assistant,Python,37387,3276,LAION-AI,2022-12-13T05:24:17Z
interview_internal_reference,Python,37235,9364,0voice,2019-06-10T06:54:19Z
gym,Python,37232,8701,openai,2016-04-27T14:59:16Z
agents,Python,37170,4002,wshobson,2025-07-24T23:28:14Z
wtfpython,Python,37006,2669,satwikkansal,2017-08-28T20:22:19Z
LightRAG,Python,36960,5218,HKUDS,2024-10-02T11:57:54Z
langextract,Python,36952,2550,google,2025-07-08T20:46:06Z
pytorch-image-models,Python,36911,5169,huggingface,2019-02-02T05:51:12Z
MockingBird,Python,36907,5205,babysor,2021-08-07T03:53:39Z
free-claude-code,Python,36902,5775,Alishahryar1,2026-01-28T19:02:30Z
OpenVoice,Python,36782,4102,myshell-ai,2023-11-29T12:17:01Z
HanLP,Python,36431,10933,hankcs,2014-10-09T06:36:16Z
marker,Python,36384,2508,datalab-to,2023-10-30T20:14:08Z
textual,Python,36366,1226,Textualize,2021-04-08T15:24:47Z
ai-engineering-from-scratch,Python,36306,5954,rohitg00,2026-03-18T18:38:02Z
Retrieval-based-Voice-Conversion-WebUI,Python,36144,5097,RVC-Project,2023-03-27T09:59:10Z
Hello-Python,Python,36144,2313,mouredev,2022-08-03T17:14:53Z
erpnext,Python,36049,11826,frappe,2011-06-08T08:20:56Z
jax,Python,35905,3660,jax-ml,2018-10-25T21:25:02Z
Real-ESRGAN,Python,35898,4382,xinntao,2021-07-19T03:23:30Z
DragGAN,Python,35813,3414,XingangPan,2023-05-18T10:08:02Z
langgraph,Python,35707,5981,langchain-ai,2023-08-09T18:33:12Z
awesome-copilot,Python,35697,4409,github,2025-06-11T16:57:39Z
dspy,Python,35380,3003,stanfordnlp,2023-01-09T21:01:51Z
AstrBot,Python,35326,2440,AstrBotDevs,2022-12-08T13:27:46Z
khoj,Python,35290,2266,khoj-ai,2021-08-16T01:48:44Z
PDFMathTranslate,Python,35175,3142,PDFMathTranslate,2024-09-06T06:56:03Z
posthog,Python,35167,2891,PostHog,2020-01-23T22:46:58Z
Python,Python,35115,12912,geekcomputers,2011-11-30T09:04:08Z
jieba,Python,35033,6697,fxsjy,2012-09-29T07:52:01Z
detectron2,Python,34571,7945,facebookresearch,2019-09-05T21:30:20Z
academic-research-skills,Python,34343,2821,Imbad0202,2026-02-26T06:31:01Z
poetry,Python,34297,2453,python-poetry,2018-02-28T15:23:47Z
12306,Python,34147,9635,testerSunshine,2017-05-17T12:23:40Z
TaskMatrix,Python,34072,3220,chenfei-wu,2023-03-02T09:04:28Z
graphrag,Python,33988,3606,microsoft,2024-03-27T17:57:52Z
ControlNet,Python,33965,3013,lllyasviel,2023-02-01T02:43:30Z
OCRmyPDF,Python,33964,2343,ocrmypdf,2013-12-20T08:26:28Z
diffusers,Python,33925,7089,huggingface,2022-05-30T16:04:02Z
gpt-pilot,Python,33735,3483,Pythagora-io,2023-08-16T11:56:07Z
spaCy,Python,33697,4689,explosion,2014-07-03T15:15:40Z
certbot,Python,33104,3500,certbot,2014-11-12T02:52:20Z
ultimatevocalremovergui,Python,25157,1885,Anjok07,2020-07-20T21:29:01Z
react,JavaScript,246215,51068,react,2013-05-24T16:15:54Z
ECC,JavaScript,221431,33903,affaan-m,2026-01-18T00:51:51Z
javascript-algorithms,JavaScript,196136,31050,trekhleb,2018-03-24T07:47:04Z
JavaGuide,JavaScript,156611,46147,Snailclimb,2018-05-07T13:27:00Z
javascript,JavaScript,148094,26646,airbnb,2012-11-01T23:13:50Z
next.js,JavaScript,140337,31252,vercel,2016-10-05T23:32:51Z
30-seconds-of-code,JavaScript,128202,12472,Chalarangelo,2017-11-29T17:35:03Z
node,JavaScript,118105,35771,nodejs,2014-11-26T19:57:11Z
three.js,JavaScript,113306,36394,mrdoob,2010-03-23T18:58:01Z
axios,JavaScript,109097,11732,axios,2014-08-18T22:30:27Z
create-react-app,JavaScript,103317,26980,react,2016-07-17T14:55:11Z
material-ui,JavaScript,98471,32591,mui,2014-08-18T19:11:54Z
Web-Dev-For-Beginners,JavaScript,95901,15614,microsoft,2020-11-10T02:44:00Z
clean-code-javascript,JavaScript,94453,12460,ryanmcdermott,2016-11-25T22:25:41Z
uptime-kuma,JavaScript,88404,8028,louislam,2021-07-03T01:02:42Z
svelte,JavaScript,87410,4954,sveltejs,2016-11-20T18:13:05Z
claude-mem,JavaScript,84211,7272,thedotmack,2025-08-31T20:50:03Z
github-readme-stats,JavaScript,79743,34380,anuraghazra,2020-07-09T10:34:22Z
caveman,JavaScript,76748,4345,JuliusBrussee,2026-04-04T10:03:00Z
Font-Awesome,JavaScript,76685,12199,FortAwesome,2012-02-17T14:19:43Z
json-server,JavaScript,75621,7264,typicode,2013-11-27T13:21:13Z
reveal.js,JavaScript,71814,16804,hakimel,2011-06-07T18:54:22Z
anime,JavaScript,70417,4752,juliangarnier,2016-03-13T21:37:45Z
express,JavaScript,69243,23838,expressjs,2009-06-26T18:56:01Z
Chart.js,JavaScript,67528,11935,chartjs,2013-03-17T23:56:36Z
33-js-concepts,JavaScript,66479,9163,leonardomso,2018-09-04T13:27:04Z
webpack,JavaScript,65857,9349,webpack,2012-03-10T10:08:14Z
uBlock,JavaScript,65746,4188,gorhill,2015-04-01T17:51:11Z
get-shit-done,JavaScript,64517,5470,gsd-build,2025-12-14T14:17:12Z
resume.github.com,JavaScript,62866,1369,resume,2011-02-06T13:39:55Z
anything-llm,JavaScript,62070,6765,Mintplex-Labs,2023-06-04T02:29:14Z
drawio-desktop,JavaScript,61787,5706,jgraph,2017-05-25T20:58:42Z
lodash,JavaScript,61238,7169,lodash,2012-04-07T04:11:46Z
atom,JavaScript,60810,17202,atom,2012-01-20T18:18:21Z
markdown-here,JavaScript,60220,11047,adam-p,2012-05-13T03:27:22Z
jquery,JavaScript,59816,20406,jquery,2009-04-03T15:20:14Z
angular.js,JavaScript,58594,27084,angular,2010-01-06T00:34:37Z
html5-boilerplate,JavaScript,57516,12286,h5bp,2010-01-24T18:03:24Z
DeepLearning-500-questions,JavaScript,57454,15909,scutan90,2018-06-27T06:36:45Z
ponytail,JavaScript,56736,2867,DietrichGebert,2026-06-12T00:52:37Z
gatsby,JavaScript,55940,10163,gatsbyjs,2015-05-21T22:43:05Z
leetcode,JavaScript,55761,9406,azl397985856,2018-03-30T09:13:51Z
career-ops,JavaScript,55623,10986,santifer,2026-04-04T18:21:18Z
Ghost,JavaScript,54144,11752,TryGhost,2013-05-04T11:09:13Z
pdf.js,JavaScript,53494,10630,mozilla,2011-04-26T06:32:03Z
prettier,JavaScript,52098,4751,prettier,2016-11-29T17:13:37Z
Motrix,JavaScript,52097,4888,agalwood,2018-12-18T11:45:05Z
chinese-poetry,JavaScript,52037,10487,chinese-poetry,2016-09-02T03:32:25Z
Semantic-UI,JavaScript,51061,4869,Semantic-Org,2013-04-08T23:32:04Z
hiring-without-whiteboards,JavaScript,50905,3897,poteto,2017-03-15T05:09:01Z
taste-skill,JavaScript,50671,3497,Leonxlnx,2026-02-19T21:44:05Z
hacker-scripts,JavaScript,49742,6662,NARKOZ,2015-11-21T19:05:09Z
BMAD-METHOD,JavaScript,49654,5735,bmad-code-org,2025-04-13T14:54:25Z
dayjs,JavaScript,48664,2451,iamkun,2018-04-10T09:26:44Z
algorithm-visualizer,JavaScript,48586,7581,algorithm-visualizer,2016-05-15T00:27:45Z
htmx,JavaScript,48250,1602,bigskysoftware,2020-04-13T16:17:51Z
moment,JavaScript,47963,6991,moment,2011-03-01T02:46:06Z
serverless,JavaScript,46916,5729,serverless,2015-04-21T03:48:40Z
30-Days-Of-JavaScript,JavaScript,46490,10442,Asabeneh,2019-12-23T14:07:40Z
monaco-editor,JavaScript,46242,4079,microsoft,2016-06-07T16:56:31Z
awesome-cheatsheets,JavaScript,46091,6708,LeCoupa,2017-11-09T02:47:15Z
system_prompts_leaks,JavaScript,45928,7533,asgeirtj,2025-05-03T02:43:56Z
zx,JavaScript,45576,1269,google,2021-05-05T05:50:01Z
Leaflet,JavaScript,45240,6136,Leaflet,2010-09-22T16:57:44Z
bruno,JavaScript,45148,2614,usebruno,2022-09-27T20:51:45Z
edex-ui,JavaScript,44912,3133,GitSquared,2017-01-28T09:35:02Z
meteor,JavaScript,44792,5245,meteor,2012-01-19T01:58:17Z
reactjs-interview-questions,JavaScript,44654,10360,sudheerj,2018-05-31T17:17:01Z
EasySpider,JavaScript,44153,5385,NaiboWang,2020-07-18T02:41:27Z
parcel,JavaScript,44025,2279,parcel-bundler,2017-08-07T16:36:47Z
pm2,JavaScript,43223,2714,Unitech,2013-05-21T03:25:25Z
desktop,JavaScript,43021,1580,zen-browser,2024-03-28T00:05:55Z
swiper,JavaScript,41857,9651,nolimits4web,2012-03-14T19:11:45Z
react-bits,JavaScript,41853,1921,DavidHDev,2024-08-06T06:54:54Z
yarn,JavaScript,41500,2723,yarnpkg,2016-01-19T17:39:16Z
impeccable,JavaScript,41297,2281,pbakaus,2025-11-16T01:52:04Z
nw.js,JavaScript,41189,3849,nwjs,2012-01-04T06:21:10Z
remote-jobs,JavaScript,40496,3945,remoteintech,2015-10-13T03:49:25Z
Awesome-Design-Tools,JavaScript,40371,2278,goabstract,2019-02-12T13:55:30Z
awesome-cursorrules,JavaScript,40087,3432,PatrickJS,2024-09-16T15:38:38Z
phaser,JavaScript,39834,7145,phaserjs,2013-04-12T12:27:51Z
video.js,JavaScript,39806,7494,videojs,2010-05-14T18:45:10Z
materialize,JavaScript,38859,4625,Dogfalo,2014-09-12T19:35:38Z
preact,JavaScript,38713,2037,preactjs,2015-09-11T02:40:18Z
impress.js,JavaScript,38190,6585,impress,2011-12-28T22:23:19Z
tesseract.js,JavaScript,38159,2362,naptha,2015-06-24T02:49:52Z
ToolJet,JavaScript,38065,5137,ToolJet,2021-03-30T08:51:34Z
wtfjs,JavaScript,37628,2691,denysdovhan,2017-07-14T15:42:12Z
drawdb,JavaScript,37442,3034,drawdb-io,2023-07-16T17:09:20Z
marked,JavaScript,36925,3550,markedjs,2011-07-24T13:15:51Z
fastify,JavaScript,36575,2749,fastify,2016-09-28T19:10:14Z
carbon,JavaScript,36032,1975,carbon-app,2017-06-16T02:50:28Z
koa,JavaScript,35712,3234,koajs,2013-07-20T18:53:45Z
awesome-react-native,JavaScript,35688,4018,jondot,2015-03-26T19:58:06Z
fullPage.js,JavaScript,35430,7123,alvarotrigo,2013-09-20T11:58:29Z
How-To-Ask-Questions-The-Smart-Way,JavaScript,35271,5830,ryanhanwu,2015-03-28T16:52:40Z
one-api,JavaScript,35231,6670,songquanpeng,2023-04-22T12:39:24Z
hackathon-starter,JavaScript,35229,8153,sahat,2013-11-13T17:24:12Z
CyberChef,JavaScript,35199,4020,gchq,2016-11-28T10:34:07Z
husky,JavaScript,35166,1087,typicode,2014-06-23T12:14:21Z
marketingskills,JavaScript,34932,5711,coreyhaines31,2026-01-15T19:45:23Z
AnotherRedisDesktopManager,JavaScript,34461,2713,qishibo,2019-01-08T06:01:56Z
JavaScript,JavaScript,34193,5853,TheAlgorithms,2017-07-13T06:12:33Z
clipboard.js,JavaScript,34139,3913,zenorocha,2015-09-18T23:04:55Z
react-beautiful-dnd,JavaScript,33984,2710,atlassian,2017-08-09T03:37:15Z
learnGitBranching,JavaScript,33632,5988,pcottle,2012-08-13T22:36:09Z
netron,JavaScript,33129,3139,lutzroeder,2010-12-26T12:53:43Z
brackets,JavaScript,33032,7467,adobe,2011-12-07T21:14:40Z
gulp,JavaScript,32963,4143,gulpjs,2013-07-04T05:26:06Z
sharp,JavaScript,32379,1419,lovell,2013-08-19T20:24:24Z
lottie-web,JavaScript,31957,2930,airbnb,2015-02-20T21:02:59Z
docsify,JavaScript,31300,5807,docsifyjs,2016-11-20T07:55:43Z
jsPDF,JavaScript,31239,4802,parallax,2009-12-06T14:56:32Z
homepage,JavaScript,31147,1995,gethomepage,2022-08-24T07:29:42Z
Sortable,JavaScript,31139,3732,SortableJS,2013-12-19T10:10:13Z
AI-Expert-Roadmap,JavaScript,31095,2578,AMAI-GmbH,2020-10-24T21:49:40Z
webtorrent,JavaScript,31048,2788,webtorrent,2013-10-15T08:16:40Z
weekly,JavaScript,31004,3259,ascoders,2017-03-20T06:10:04Z
layui,JavaScript,30549,7384,layui,2015-09-22T08:12:03Z
lighthouse,JavaScript,30424,9725,GoogleChrome,2016-03-08T01:03:11Z
particles.js,JavaScript,30217,4828,VincentGarreau,2014-09-06T14:29:47Z
plyr,JavaScript,29863,3113,sampotts,2015-02-14T11:33:07Z
SillyTavern,JavaScript,29824,5641,SillyTavern,2023-02-09T10:19:24Z
500lines,JavaScript,29579,5819,aosabook,2013-11-04T02:02:53Z
vue-cli,JavaScript,29574,6258,vuejs,2015-12-26T23:11:20Z
react-boilerplate,JavaScript,29487,6028,react-boilerplate,2015-02-18T14:36:32Z
project-guidelines,JavaScript,29458,3158,elsewhencode,2017-06-30T10:17:55Z
standard,JavaScript,29432,2306,standard,2015-01-27T01:23:31Z
immer,JavaScript,28960,872,immerjs,2017-12-29T12:25:47Z
todomvc,JavaScript,28942,13751,tastejs,2011-06-03T19:56:33Z
swagger-ui,JavaScript,28858,9262,swagger-api,2011-07-15T22:56:39Z
awesome-vscode,JavaScript,28785,1392,viatsko,2016-02-07T23:02:45Z
slick,JavaScript,28577,5762,kenwheeler,2014-03-24T02:10:05Z
the-super-tiny-compiler,JavaScript,28543,2867,jamiebuilds,2016-03-11T04:19:18Z
Clash-for-Windows_Chinese,JavaScript,28373,3212,Z-Siqi,2021-04-19T08:13:23Z
vuex,JavaScript,28344,9457,vuejs,2015-07-16T04:21:26Z
agent-skills,JavaScript,28316,2548,vercel-labs,2025-12-08T19:10:06Z
commander.js,JavaScript,28287,1757,tj,2011-08-14T21:33:58Z
nginxconfig.io,JavaScript,28286,2047,digitalocean,2018-01-05T14:21:14Z
live,JavaScript,28197,4217,fanmingming,2022-11-16T18:03:31Z
async,JavaScript,28151,2377,caolan,2010-06-01T21:01:30Z
backbone,JavaScript,28108,5295,jashkenas,2010-09-30T19:41:28Z
aos,JavaScript,28075,2630,michalsnik,2015-07-09T17:49:00Z
yapi,JavaScript,27722,4828,YMFE,2016-05-30T09:09:09Z
claude-task-master,JavaScript,27686,2605,eyaltoledano,2025-03-04T18:54:54Z
github-chinese,JavaScript,27669,1613,maboloshi,2021-09-27T08:47:55Z
javascript-interview-questions,JavaScript,27486,7647,sudheerj,2017-10-29T05:40:24Z
mongoose,JavaScript,27480,4003,Automattic,2010-04-06T21:39:05Z
Daily-Interview-Question,JavaScript,27425,3247,Advanced-Frontend,2019-01-19T10:49:00Z
30-Days-Of-React,JavaScript,27418,7692,Asabeneh,2020-09-29T13:38:54Z
eslint,JavaScript,27397,5035,eslint,2013-06-29T23:59:48Z
underscore,JavaScript,27345,5444,jashkenas,2009-10-25T18:31:06Z
koodo-reader,JavaScript,27293,2018,koodo-reader,2020-03-05T02:18:30Z
codemirror5,JavaScript,27246,4944,codemirror,2011-01-14T13:44:03Z
quasar,JavaScript,27184,3686,quasarframework,2015-10-05T15:45:36Z
ace,JavaScript,27136,5267,ajaxorg,2010-10-27T10:43:36Z
react-virtualized,JavaScript,27071,3025,bvaughn,2015-11-03T00:48:07Z
ios_rule_script,JavaScript,26925,4003,blackmatrix7,2020-06-30T05:40:53Z
shields,JavaScript,26852,5617,badges,2013-01-30T07:41:54Z
nanoid,JavaScript,26829,856,ai,2017-08-05T05:24:35Z
nodemon,JavaScript,26684,1739,remy,2010-10-03T12:50:52Z
vimium,JavaScript,26624,2587,philc,2009-09-20T07:08:19Z
nprogress,JavaScript,26402,1774,rstacruz,2013-08-20T13:58:02Z
rollup,JavaScript,26290,1754,rollup,2015-05-14T22:26:28Z
fe-interview,JavaScript,26248,3247,haizlin,2019-04-17T03:05:58Z
GSAP,JavaScript,26164,2049,greensock,2012-09-21T18:03:25Z
feather,JavaScript,25950,1283,feathericons,2014-05-28T19:49:55Z
select2,JavaScript,25916,6155,select2,2012-03-04T18:43:12Z
fetch,JavaScript,25880,2820,JakeChampion,2014-10-13T00:26:19Z
localForage,JavaScript,25787,1293,localForage,2013-10-31T00:10:06Z
claude-hud,JavaScript,25741,1174,jarrodwatts,2026-01-02T01:35:07Z
ChromeAppHeroes,JavaScript,25669,2630,zhaoolee,2019-02-07T06:35:24Z
