Name,Language,Stars,Forks,Owner,Created At
gumroad,Ruby,9295,1958,antiwork,2025-04-03T07:22:41Z
octopress,Ruby,9242,2561,imathis,2009-10-18T21:41:32Z
paperclip,Ruby,9020,2413,thoughtbot,2008-04-10T19:58:20Z
bourbon,Ruby,9012,859,thoughtbot,2011-04-23T15:41:20Z
pghero,Ruby,8887,481,ankane,2014-07-21T09:56:02Z
whenever,Ruby,8866,718,javan,2009-02-16T03:19:48Z
carrierwave,Ruby,8785,1647,carrierwaveuploader,2008-08-28T18:39:49Z
sure,Ruby,8780,198,we-promise,2025-07-23T04:13:55Z
kaminari,Ruby,8681,1075,kaminari,2011-02-06T08:07:20Z
pundit,Ruby,8510,644,varvet,2012-11-04T09:20:19Z
community,Ruby,8466,3875,community,2020-10-06T00:30:24Z
simple_form,Ruby,8229,1297,heartcombo,2009-12-28T14:23:48Z
chef,Ruby,8199,2520,chef,2009-01-15T20:40:48Z
factory_bot,Ruby,8177,2556,thoughtbot,2008-06-03T13:55:37Z
omniauth,Ruby,8089,975,omniauth,2010-03-30T20:34:32Z
rails_admin,Ruby,7957,2242,railsadminteam,2010-08-01T17:01:00Z
puma,Ruby,7901,1480,puma,2011-09-23T02:26:08Z
fizzy,Ruby,7898,1151,basecamp,2024-06-21T15:43:29Z
puppet,Ruby,7889,2210,puppetlabs,2010-09-14T19:26:44Z
scientist,Ruby,7722,496,github,2014-02-05T15:58:43Z
github-changelog-generator,Ruby,7527,846,github-changelog-generator,2014-10-31T14:06:48Z
jazzy,Ruby,7384,415,realm,2014-06-06T05:52:11Z
bullet,Ruby,7330,452,flyerhzm,2009-08-13T15:47:31Z
brakeman,Ruby,7248,772,presidentbeef,2010-08-27T00:00:58Z
middleman,Ruby,7110,752,middleman,2009-07-27T21:41:11Z
paper_trail,Ruby,7022,910,paper-trail-gem,2009-05-27T15:20:55Z
dotfiles,Ruby,6976,1360,skwp,2011-11-17T22:01:19Z
nodejs-learning-guide,Ruby,6875,1206,chyingp,2016-11-03T14:35:28Z
better_errors,Ruby,6869,433,BetterErrors,2012-12-08T11:02:18Z
pry,Ruby,6833,607,pry,2010-12-07T08:10:47Z
mailcatcher,Ruby,6765,603,sj26,2010-10-25T01:29:06Z
dotenv,Ruby,6764,513,bkeepers,2012-07-24T03:38:51Z
searchkick,Ruby,6717,762,ankane,2013-07-15T01:44:33Z
canvas-lms,Ruby,6695,2983,instructure,2011-02-01T00:08:40Z
WhatWeb,Ruby,6674,993,urbanadventurer,2010-09-30T10:00:30Z
css-only-chat,Ruby,6595,267,kkuchta,2019-05-07T14:32:58Z
lolcat,Ruby,6547,232,busyloop,2011-08-10T13:33:42Z
chartkick,Ruby,6525,560,ankane,2013-05-07T07:39:38Z
guard,Ruby,6455,488,guard,2010-08-02T16:26:44Z
geocoder,Ruby,6444,1200,alexreisner,2009-04-15T16:38:04Z
hanami,Ruby,6375,546,hanami,2013-08-09T15:24:44Z
friendly_id,Ruby,6225,589,norman,2008-04-18T13:16:06Z
cancan,Ruby,6212,772,ryanb,2009-11-17T01:04:45Z
foreman,Ruby,6153,629,ddollar,2010-05-18T00:53:45Z
autoskills,Ruby,6106,561,midudev,2026-03-25T10:25:34Z
dnsmasq-china-list,Ruby,6079,948,felixonmars,2013-06-02T03:10:59Z
vcr,Ruby,6070,508,vcr,2010-02-25T07:16:00Z
synx,Ruby,6048,266,venmo,2014-04-29T20:28:39Z
markup,Ruby,6034,3374,github,2009-10-31T01:02:46Z
progit,Ruby,5982,2364,progit,2009-07-27T04:52:25Z
redmine,Ruby,5961,2447,redmine,2012-11-19T22:47:09Z
faraday,Ruby,5944,1021,lostisland,2009-12-10T17:14:55Z
wayback-machine-downloader,Ruby,5895,802,hartator,2015-07-25T23:45:34Z
httparty,Ruby,5894,966,jnunemaker,2008-07-28T20:55:11Z
ransack,Ruby,5864,824,activerecord-hackery,2011-03-31T00:34:25Z
concurrent-ruby,Ruby,5830,414,ruby-concurrency,2013-07-23T12:19:51Z
rack-attack,Ruby,5746,344,rack,2012-07-29T02:19:18Z
fast-ruby,Ruby,5732,374,fastruby,2014-10-13T11:19:28Z
zammad,Ruby,5719,1007,zammad,2012-04-02T08:50:33Z
maximum-awesome,Ruby,5699,957,square,2013-06-18T00:14:21Z
will_paginate,Ruby,5691,858,mislav,2008-02-25T20:21:40Z
cancancan,Ruby,5690,636,CanCanCommunity,2014-02-19T18:26:23Z
danger,Ruby,5680,487,danger,2015-09-29T05:54:39Z
dependabot-core,Ruby,5657,1437,dependabot,2017-06-02T12:23:31Z
x-cli,Ruby,5571,404,sferik,2011-11-23T02:59:48Z
doorkeeper,Ruby,5501,1080,doorkeeper-gem,2011-11-18T13:02:01Z
graphql-ruby,Ruby,5447,1417,rmosolgo,2015-02-05T04:11:22Z
evil-winrm,Ruby,5403,679,Hackplayers,2019-05-28T10:53:00Z
slim,Ruby,5373,497,slim-template,2010-09-13T01:32:07Z
active_model_serializers,Ruby,5342,1378,rails-api,2011-12-01T06:39:26Z
solidus,Ruby,5309,1389,solidusio,2015-02-18T20:41:58Z
draper,Ruby,5275,522,drapergem,2011-06-30T22:03:24Z
webpacker,Ruby,5274,1449,rails,2016-12-07T00:55:03Z
rspec-rails,Ruby,5271,1047,rspec,2009-12-23T16:40:53Z
thor,Ruby,5259,550,rails,2008-05-07T20:07:31Z
aasm,Ruby,5218,647,aasm,2008-02-28T20:40:04Z
rest-client,Ruby,5215,930,rest-client,2009-12-07T19:34:29Z
formtastic,Ruby,5213,625,formtastic,2008-04-07T11:18:11Z
cucumber-ruby,Ruby,5212,1118,cucumber,2008-04-17T18:19:13Z
asciidoctor,Ruby,5196,838,asciidoctor,2012-06-01T19:09:20Z
react_on_rails,Ruby,5191,629,shakacode,2015-08-20T20:31:54Z
rails-api,Ruby,5130,272,rails-api,2012-03-17T14:39:31Z
colorls,Ruby,5127,398,athityakumar,2017-06-29T16:41:23Z
rack,Ruby,5124,1677,rack,2008-12-24T03:03:12Z
sequel,Ruby,5086,1073,jeremyevans,2008-03-31T05:41:15Z
fast_jsonapi,Ruby,5035,422,Netflix,2018-02-01T00:19:19Z
acts-as-taggable-on,Ruby,4994,1192,mbleigh,2008-03-21T19:07:26Z
pagy,Ruby,4973,446,ddnexus,2017-12-31T11:48:16Z
opal,Ruby,4922,336,opal,2009-04-24T08:53:34Z
simplecov,Ruby,4904,573,simplecov-ruby,2010-08-15T15:28:56Z
bundler,Ruby,4881,1971,rubygems,2010-01-26T00:46:38Z
backup,Ruby,4868,667,backup,2009-10-01T19:28:42Z
WebHackersWeapons,Ruby,4851,813,hahwul,2020-04-04T14:54:04Z
wraith,Ruby,4825,353,bbc,2013-01-23T15:26:31Z
prawn,Ruby,4816,695,prawnpdf,2008-04-04T22:37:39Z
lolcommits,Ruby,4811,249,lolcommits,2011-10-02T15:25:44Z
explore,Ruby,4795,14298,github,2017-09-16T16:19:53Z
blazer,Ruby,4793,500,ankane,2014-10-01T04:54:55Z
YouPlot,Ruby,4763,68,red-data-tools,2020-07-28T14:05:15Z
lobsters,Ruby,4714,967,lobsters,2012-08-24T16:48:03Z
https-portal,Ruby,4696,295,SteveLTN,2015-12-14T20:09:04Z
shenzhen,Ruby,4632,482,nomad-cli,2012-09-28T03:52:00Z
active_merchant,Ruby,4600,2489,activemerchant,2008-05-20T13:53:26Z
twitter-ruby,Ruby,4577,1277,sferik,2008-02-14T02:20:50Z
gemoji,Ruby,4521,803,github,2011-12-14T17:04:35Z
theodinproject,Ruby,4506,2136,TheOdinProject,2013-05-15T22:08:12Z
annotate_models,Ruby,4489,679,ctran,2008-02-27T18:04:38Z
octobox,Ruby,4470,345,octobox,2016-12-16T23:29:16Z
twitter-bootstrap-rails,Ruby,4466,980,seyhunak,2011-08-21T03:31:16Z
ahoy,Ruby,4463,382,ankane,2014-02-26T08:42:22Z
mechanize,Ruby,4443,476,sparklemotion,2008-04-18T16:55:10Z
jbuilder,Ruby,4415,450,rails,2011-11-27T14:02:35Z
strong_migrations,Ruby,4414,196,ankane,2015-11-23T05:24:42Z
once-campfire,Ruby,4386,747,basecamp,2025-08-15T09:57:36Z
neat,Ruby,4368,415,thoughtbot,2012-08-02T17:28:38Z
mina,Ruby,4355,481,mina-deploy,2012-06-01T09:32:50Z
authlogic,Ruby,4343,634,binarylogic,2008-10-24T21:13:34Z
blackcandy,Ruby,4307,214,blackcandy-org,2018-02-07T06:51:06Z
fog,Ruby,4297,1451,fog,2009-05-18T07:14:04Z
eventmachine,Ruby,4282,634,eventmachine,2008-08-17T18:35:57Z
errbit,Ruby,4269,991,errbit,2010-08-04T04:08:34Z
parallel,Ruby,4262,263,grosser,2009-08-11T18:54:16Z
terraforming,Ruby,4258,636,dtan4,2015-03-25T03:50:06Z
rails_best_practices,Ruby,4166,272,flyerhzm,2009-11-03T13:41:10Z
ruby_llm,Ruby,4165,465,crmne,2025-01-30T08:58:19Z
choosealicense.com,Ruby,4152,1580,github,2013-07-15T15:25:34Z
OSCP-Exam-Report-Template-Markdown,Ruby,4151,836,noraj,2019-06-30T19:48:49Z
activerecord-import,Ruby,4151,618,zdennis,2010-03-12T05:06:53Z
typhoeus,Ruby,4143,438,typhoeus,2009-02-18T23:14:50Z
reek,Ruby,4127,282,troessner,2008-09-05T10:48:33Z
stringer,Ruby,4116,392,stringer-rss,2013-04-06T04:51:27Z
rails-erd,Ruby,4104,379,voormedia,2010-09-19T18:51:11Z
awesome_print,Ruby,4082,449,awesome-print,2010-04-03T04:45:43Z
webmock,Ruby,4052,576,bblimke,2009-11-06T10:37:29Z
suspenders,Ruby,4048,519,thoughtbot,2010-05-14T14:34:46Z
xcpretty,Ruby,4037,283,xcpretty,2013-12-09T01:31:14Z
arachni,Ruby,4033,785,Arachni,2010-08-25T16:06:38Z
rails-i18n,Ruby,4032,2702,svenfuchs,2008-07-31T13:07:53Z
kss,Ruby,4020,266,kneath,2011-11-25T18:03:29Z
overcommit,Ruby,4007,282,sds,2011-03-24T09:56:15Z
redis-rb,Ruby,4000,1027,redis,2009-02-26T00:53:51Z
flipper,Ruby,3954,432,flippercloud,2012-07-22T19:39:38Z
octokit.rb,Ruby,3944,1167,octokit,2009-12-10T21:41:49Z
rubygems,Ruby,3935,1918,ruby,2010-04-16T19:02:44Z
mongoid,Ruby,3915,1380,mongodb,2009-09-16T16:24:56Z
refinerycms,Ruby,3910,1233,refinery,2009-05-28T20:13:21Z
jruby,Ruby,3907,943,jruby,2009-04-05T03:54:35Z
rubycritic,Ruby,3497,234,whitesmith,2013-10-09T14:58:31Z
Developing_iOS_8_Apps_With_Swift,Ruby,2634,470,X140Yu,2015-01-25T10:53:23Z
flutter,Dart,177564,30557,flutter,2015-03-06T22:54:58Z
localsend,Dart,84134,4591,localsend,2022-12-16T00:46:07Z
AppFlowy,Dart,72937,5522,AppFlowy-IO,2021-06-16T12:56:48Z
awesome-flutter,Dart,60405,6897,Solido,2017-05-07T11:45:27Z
spotube,Dart,47145,2173,KRTirtho,2021-02-14T03:17:58Z
FlClash,Dart,43477,2732,chen08209,2023-08-15T07:47:22Z
hiddify-app,Dart,31005,2789,hiddify,2023-05-21T11:30:14Z
ente,Dart,27313,1682,ente,2022-11-01T06:10:25Z
Kazumi,Dart,26963,774,Predidit,2024-05-09T01:56:22Z
flutter-go,Dart,23668,3765,alibaba,2019-01-08T09:03:40Z
Best-Flutter-UI-Templates,Dart,22731,4821,mitesh77,2019-09-02T08:36:18Z
FlutterExampleApps,Dart,21501,3798,iampawan,2018-04-13T10:47:06Z
samples,Dart,19179,7871,flutter,2018-06-08T21:28:03Z
Obtainium,Dart,17819,505,ImranR98,2022-08-11T00:16:36Z
plugins,Dart,17710,9631,flutter-team-archive,2017-04-18T17:02:37Z
dart_simple_live,Dart,15815,2899,xiaoyaocz,2023-02-27T07:30:34Z
lantern,Dart,15734,11077,getlantern,2011-02-17T22:12:29Z
opensource-ecommerce-mobile-app,Dart,15579,292,bagisto,2023-10-25T13:01:19Z
gsy_github_app_flutter,Dart,15457,2624,CarGuo,2018-07-25T14:02:38Z
PiliPlus,Dart,15426,958,bggRGjQaUbCoE,2024-08-22T02:24:56Z
pilipala,Dart,13820,1046,guozhigq,2023-04-18T02:14:12Z
proxypin,Dart,13374,1143,wanghongenpin,2023-06-05T11:16:00Z
karing,Dart,13058,1093,KaringX,2023-11-06T06:16:18Z
omi,Dart,12881,2067,BasedHardware,2024-03-22T18:12:25Z
dio,Dart,12828,1560,cfug,2018-04-20T04:33:43Z
bloc,Dart,12464,3417,felangel,2018-10-07T19:32:59Z
pixez-flutter,Dart,12122,442,Notsfsssf,2019-11-02T07:19:12Z
sdk,Dart,11186,1832,dart-lang,2015-05-16T14:14:58Z
getx,Dart,11186,1851,jonataslaw,2019-11-14T01:16:25Z
flame,Dart,10654,1030,flame-engine,2017-10-22T03:01:50Z
venera,Dart,10268,478,venera-app,2024-09-29T08:15:57Z
flutterfire,Dart,9222,4096,firebase,2019-08-14T21:38:05Z
FlutterDouBan,Dart,9103,1880,kaina404,2019-01-21T12:52:02Z
flutter_architecture_samples,Dart,8920,1713,brianegan,2017-11-25T19:08:14Z
FlutterUnit,Dart,8837,1409,toly1994328,2020-03-19T23:47:07Z
PicaComic,Dart,8642,1061,wgh136,2023-02-06T06:30:31Z
flutter_deer,Dart,8585,1757,simplezhli,2019-06-12T13:10:34Z
anx-reader,Dart,8380,565,Anxcye,2024-03-28T11:28:52Z
pikapika,Dart,8180,487,ComicSparks,2021-07-27T01:25:07Z
flutter_server_box,Dart,8090,500,lollipopkit,2021-09-13T06:23:19Z
clashmi,Dart,7977,481,KaringX,2025-04-14T13:37:30Z
fl_chart,Dart,7539,1966,imaNNeo,2019-05-12T13:00:57Z
riverpod,Dart,7319,1092,rrousselGit,2020-04-16T10:40:29Z
fish-redux,Dart,7275,833,alibaba,2019-03-05T06:09:00Z
Flutter-Notebook,Dart,7209,1183,OpenFlutter,2018-07-26T12:39:03Z
flutter_boost,Dart,7191,1269,alibaba,2019-03-06T03:26:28Z
flutter-examples,Dart,7148,1648,nisrulz,2017-08-11T08:11:07Z
Flutter-Responsive-Admin-Panel-or-Dashboard,Dart,7099,2014,abuanwar072,2021-05-03T05:37:39Z
aidea,Dart,6930,1049,mylxsw,2023-08-30T03:31:56Z
flutter-tips-and-tricks,Dart,6822,1106,vandadnp,2021-03-29T04:56:41Z
HistoryOfEverything,Dart,6588,989,2d-inc,2018-09-29T21:03:02Z
gallery,Dart,6572,1545,flutter-team-archive,2020-03-05T17:46:11Z
Flutter-UI-Kit,Dart,6294,1151,iampawan,2018-06-21T17:15:32Z
FlutterScreens,Dart,6024,1361,samarthagarwal,2018-07-14T12:39:43Z
flukit,Dart,5940,663,flutterchina,2018-09-21T10:13:16Z
namida,Dart,5824,311,namidaco,2023-02-12T16:36:03Z
GooglePhotosTakeoutHelper,Dart,5771,310,TheLastGimbus,2020-04-02T21:29:34Z
flutter_wanandroid,Dart,5670,1215,Sky24n,2018-09-27T03:02:39Z
miru-app,Dart,5536,237,miru-project,2023-04-27T13:38:58Z
fvm,Dart,5467,280,leoafarias,2019-02-22T06:57:07Z
Flutter-learning,Dart,5420,830,AweiLoveAndroid,2018-05-24T12:16:24Z
flutter_rust_bridge,Dart,5300,404,fzyzcjy,2021-10-04T05:57:55Z
jasmine,Dart,5279,352,ComicSparks,2022-01-02T13:35:41Z
provider,Dart,5259,526,rrousselGit,2018-10-19T11:58:50Z
packages,Dart,5244,3786,flutter,2017-08-01T21:43:32Z
JHenTai,Dart,5188,151,jiangtian616,2022-03-17T06:05:30Z
AniCh,Dart,5157,112,Sle2p,2024-08-25T09:00:31Z
SpotiFLAC-Mobile,Dart,4896,205,spotiflacapp,2025-12-31T20:18:21Z
aves,Dart,4871,189,deckerst,2019-08-04T08:30:52Z
E-commerce-Complete-Flutter-UI,Dart,4819,1993,abuanwar072,2020-08-06T17:41:44Z
getwidget,Dart,4819,645,ionicfirebaseapp,2019-12-11T03:45:22Z
flutter-tutorials,Dart,4788,1714,FilledStacks,2019-03-07T03:45:26Z
flutter_ui_challenges,Dart,4767,1397,lohanidamodar,2018-12-16T13:48:38Z
flutter_vignettes,Dart,4750,1011,gskinnerTeam,2019-11-13T21:28:20Z
harmonoid,Dart,4609,252,harmonoid,2020-08-04T10:28:45Z
saber,Dart,4551,335,saber-notes,2022-07-22T03:39:01Z
flutter-wonderous-app,Dart,4484,1041,gskinnerTeam,2022-08-29T17:05:01Z
Cashew,Dart,4426,725,jameskokoska,2021-09-15T01:12:54Z
hive,Dart,4391,450,isar,2019-07-08T22:47:01Z
flutter_twitter_clone,Dart,4235,1161,TheAlphamerc,2019-12-25T05:56:37Z
dart-sass,Dart,4195,376,sass,2016-10-31T20:15:56Z
GitJournal,Dart,4174,300,GitJournal,2019-01-10T11:27:18Z
wsa_pacman,Dart,4162,862,alesimula,2021-11-01T16:42:08Z
flutter_easy_refresh,Dart,4060,659,xuelongqy,2018-11-28T09:14:25Z
finamp,Dart,4033,279,UnicornsOnLSD,2020-08-31T22:51:36Z
Musify,Dart,4032,366,gokadzev,2021-12-05T09:28:35Z
flutter_screenutil,Dart,4030,509,OpenFlutter,2018-09-20T16:09:28Z
isar,Dart,4019,607,isar,2020-06-10T23:49:33Z
flutter-folio,Dart,3950,782,gskinnerTeam,2021-03-02T20:58:54Z
wsl2-distro-manager,Dart,3919,178,bostrot,2021-09-17T18:40:45Z
flutter-ui-nice,Dart,3802,604,FlutterOpen,2018-12-22T18:47:49Z
flutter_inappwebview,Dart,3737,2073,pichillilorenzo,2018-09-14T00:21:29Z
fluro,Dart,3713,409,lukepighetti,2017-04-25T07:23:44Z
inKino,Dart,3679,698,roughike,2018-02-21T21:18:47Z
flutter_swiper,Dart,3530,729,best-flutter,2018-05-19T05:19:41Z
mangayomi,Dart,3519,97,kodjodevf,2023-04-03T09:49:56Z
tiny_computer,Dart,3508,164,Cateners,2023-08-29T15:06:27Z
flutter_ecommerce_app,Dart,3450,1271,TheAlphamerc,2020-03-01T10:48:48Z
bruno,Dart,3440,513,LianjiaTech,2021-12-07T10:07:37Z
rxdart,Dart,3436,275,ReactiveX,2015-10-20T13:55:46Z
fluent_ui,Dart,3433,504,bdlukaa,2020-12-19T12:36:20Z
kitchenowl,Dart,3415,206,TomBursch,2021-02-03T08:39:06Z
gsy_flutter_demo,Dart,3408,539,CarGuo,2019-06-23T09:18:40Z
flutter_hooks,Dart,3325,194,rrousselGit,2018-11-30T18:26:39Z
FlutterEbookApp,Dart,3323,924,JideGuru,2020-01-10T13:50:02Z
fluwx,Dart,3309,547,OpenFlutter,2018-08-10T07:08:03Z
zhihu-flutter,Dart,3303,568,xujiyou,2018-06-04T03:44:54Z
graphql-flutter,Dart,3272,641,zino-hofmann,2018-06-08T11:43:58Z
blokada,Dart,3240,230,blokadaorg,2016-11-19T14:52:07Z
drift,Dart,3232,455,simolus3,2019-02-03T12:42:56Z
flutter_staggered_grid_view,Dart,3219,510,letsar,2018-02-09T11:03:20Z
serverpod,Dart,3213,365,serverpod,2021-05-22T12:01:45Z
flutter-samples,Dart,3210,741,diegoveloper,2018-07-03T05:34:00Z
KeyDecoder,Dart,3184,188,MaximeBeasse,2020-06-30T18:39:41Z
Ghosten-Player,Dart,3156,194,GhostenEditor,2024-09-24T14:56:56Z
flutter_spinkit,Dart,3144,323,jogboms,2018-06-25T09:30:45Z
kelivo,Dart,3090,299,Chevey339,2025-08-29T08:57:55Z
website,Dart,3082,3461,flutter,2015-09-03T07:30:01Z
Harmony-Music,Dart,3040,337,anandnet,2023-02-05T03:33:10Z
sqflite,Dart,3016,552,tekartik,2017-05-22T08:15:53Z
flutter_dmzj,Dart,3014,148,xiaoyaocz,2020-08-02T07:33:20Z
flutter_map,Dart,2996,903,fleaflet,2018-01-26T17:39:17Z
shorebird,Dart,2987,218,shorebirdtech,2023-03-02T17:28:22Z
developer_quest,Dart,2971,556,2d-inc,2019-03-13T22:09:05Z
awesome-open-source-flutter-apps,Dart,2951,448,fluttergems,2024-04-27T03:58:31Z
awesomefluttertips,Dart,2944,249,erluxman,2020-05-02T06:22:04Z
fluffychat,Dart,2920,579,krille-chan,2023-07-13T10:48:16Z
chromedeveditor,Dart,2917,408,googlearchive,2013-09-18T18:42:21Z
flutter-quill,Dart,2908,1036,singerdmx,2020-12-14T09:17:10Z
flutter-osc,Dart,2890,567,yubo725,2018-05-07T09:46:56Z
flutter_hrlweibo,Dart,2866,688,huangruiLearn,2020-05-04T14:18:01Z
flutter_slidable,Dart,2852,644,letsar,2018-07-15T07:52:25Z
apidash,Dart,2840,955,foss42,2023-03-04T05:04:36Z
mxflutter,Dart,2803,310,mxflutter,2019-06-25T07:26:29Z
charts,Dart,2780,1266,google,2018-03-09T08:17:44Z
flutter_shuqi,Dart,2780,674,jayden320,2019-01-12T02:34:21Z
bili_you,Dart,2773,115,lucinhu,2023-02-04T15:42:55Z
flutter-do,Dart,2743,547,LaoMengFlutter,2020-04-02T03:37:01Z
fun_android_flutter,Dart,2740,491,phoenixsky,2019-08-07T08:32:05Z
Fair,Dart,2738,322,wuba,2020-12-02T06:53:09Z
flutter_pulltorefresh,Dart,2737,759,peng8350,2018-05-01T02:25:55Z
flutter-complete-guide-course-resources,Dart,2721,1091,academind,2023-04-05T06:37:07Z
flutter-shadcn-ui,Dart,2710,187,nank1ro,2024-01-05T14:54:24Z
flutter_app,Dart,2700,512,shichunlei,2018-12-09T09:08:08Z
plezy,Dart,2690,181,edde746,2025-10-21T00:37:03Z
authpass,Dart,2661,273,authpass,2019-08-22T09:05:36Z
flutter_local_notifications,Dart,2655,1553,MaikuB,2018-03-25T11:35:47Z
wechat_flutter,Dart,2652,574,fluttercandies,2019-11-15T15:50:50Z
flutter_cached_network_image,Dart,2580,734,Baseflow,2017-12-02T12:57:53Z
Flare-Flutter,Dart,2538,516,2d-inc,2018-03-25T18:37:08Z
flutter_pokedex,Dart,2532,579,hungps,2019-07-20T14:08:15Z
skills,Dart,2520,148,flutter,2026-02-25T22:22:07Z
mobx.dart,Dart,2470,318,mobxjs,2018-12-17T10:43:33Z
alisthelper,Dart,2453,166,Xmarmalade,2023-05-02T14:55:17Z
flta-materials,Dart,2435,1235,kodecocodes,2020-06-28T18:42:05Z
flutter_blue,Dart,2430,1242,pauldemarco,2017-06-05T05:47:02Z
flutter_boilerplate_project,Dart,2422,911,zubairehman,2019-06-03T07:00:00Z
fluttergram,Dart,2393,617,mdanics,2018-03-12T23:06:58Z
Openlib,Dart,2390,117,dstark5,2023-08-10T11:41:25Z
very_good_cli,Dart,2388,238,VeryGoodOpenSource,2021-01-29T23:01:39Z
aqueduct,Dart,2386,271,stablekernel,2015-05-29T18:56:06Z
flutter_device_preview,Dart,2377,386,aloisdeniel,2019-05-27T05:51:42Z
jaspr,Dart,2365,313,schultek,2022-02-08T12:14:58Z
mobile,Dart,2363,435,lichess-org,2022-05-01T10:26:50Z
flutter_mall,Dart,2362,599,youxinLu,2019-08-14T06:55:40Z
pinball,Dart,2314,269,flutter-team-archive,2022-02-23T20:47:03Z
flutter_chat_ui,Dart,2303,855,flyerhq,2020-08-30T18:20:18Z
flutter-tips-and-tricks,Dart,2299,261,bizz84,2022-07-04T08:44:02Z
flutter-unity-view-widget,Dart,2298,590,juicycleff,2019-03-09T15:46:01Z
Fladder,Dart,2288,143,DonutWare,2024-09-14T15:52:45Z
kubenav,Dart,2277,150,kubenav,2020-01-05T19:23:27Z
flutter_catalog,Dart,2277,571,X-Wei,2018-08-05T08:33:21Z
dart_frog,Dart,2257,181,dart-frog-dev,2022-05-02T02:55:21Z
zefyr,Dart,2227,538,memspace,2018-07-09T18:31:07Z
GZXTaoBaoAppFlutter,Dart,2211,450,GanZhiXiong,2019-05-24T05:13:21Z
chatmcp,Dart,2200,208,daodao97,2024-12-08T06:36:35Z
Flutter-Neumorphic,Dart,2190,418,Idean,2020-02-19T14:49:02Z
dy_flutter,Dart,2189,642,yukilzw,2019-07-14T15:44:58Z
freezed,Dart,2177,301,rrousselGit,2020-01-05T03:20:22Z
flutter-permission-handler,Dart,2163,956,Baseflow,2018-07-20T07:38:21Z
flutter_ume,Dart,2161,243,bytedance,2021-07-16T03:09:29Z
hauberk,Dart,2160,213,munificent,2014-07-07T19:12:22Z
flutter-tdd-clean-architecture-course,Dart,2145,648,ResoCoder,2019-08-27T14:14:49Z
audioplayers,Dart,2138,891,bluefireteam,2017-10-22T00:54:44Z
auto_size_text,Dart,2138,266,simc,2018-09-20T23:37:35Z
mpflutter,Dart,2135,145,mpflutter,2020-12-08T09:50:57Z
macos_ui,Dart,2133,203,macosui,2021-03-29T23:58:49Z
Dart,Dart,2132,486,TheAlgorithms,2019-07-08T17:46:42Z
forui,Dart,2131,127,duobaseio,2024-02-25T08:51:32Z
app,Dart,2121,508,WorldHealthOrganization,2020-03-16T21:38:17Z
flutter-todos,Dart,2120,460,asjqkkkk,2019-06-21T08:23:04Z
flutter_launcher_icons,Dart,2118,424,fluttercommunity,2017-12-04T17:00:39Z
pslab-app,Dart,2112,848,fossasia,2017-03-28T16:03:15Z
timy-messenger,Dart,2107,445,janoodleFTW,2019-10-01T12:06:13Z
E-commerce-App-UI-Flutter,Dart,2107,1052,abuanwar072,2020-07-03T10:08:14Z
app_rhyme,Dart,2103,144,canxin121,2024-04-30T18:22:47Z
BloomeeTunes,Dart,2089,194,HemantKArya,2023-12-07T08:26:08Z
macless-haystack,Dart,2088,249,dchristl,2023-01-16T11:30:55Z
harpy,Dart,2074,201,robertodoering,2018-10-28T14:02:58Z
chewie,Dart,2060,1076,fluttercommunity,2017-12-05T21:08:17Z
flutter_tiktok,Dart,1641,454,mjl0602,2020-05-20T08:42:08Z
the-algorithm,Scala,73474,13273,twitter,2023-03-27T14:57:57Z
spark,Scala,43502,29255,apache,2014-02-25T08:00:08Z
lila,Scala,18385,2702,lichess-org,2012-02-21T19:46:55Z
prisma1,Scala,16393,840,prisma,2016-09-25T12:54:40Z
scala,Scala,14551,3082,scala,2011-12-01T05:02:34Z
akka-core,Scala,13273,3546,akka,2009-02-16T12:51:54Z
playframework,Scala,12618,4031,playframework,2011-09-07T09:24:08Z
predictionio,Scala,12525,1901,apache,2013-01-25T19:42:32Z
bfg-repo-cleaner,Scala,12146,581,rtyley,2012-12-21T00:14:20Z
CMAK,Scala,11926,2477,yahoo,2015-01-28T18:33:21Z
gitbucket,Scala,9376,1266,gitbucket,2013-04-10T16:41:35Z
delta,Scala,8875,2118,delta-io,2019-04-22T18:56:51Z
finagle,Scala,8866,1434,twitter,2010-10-19T22:10:09Z
snowflake,Scala,7774,1117,twitter-archive,2010-06-01T20:32:15Z
XiangShan,Scala,7095,915,OpenXiangShan,2020-06-13T02:51:28Z
snowplow,Scala,7014,1173,snowplow,2012-03-01T13:02:21Z
gatling,Scala,6923,1206,gatling,2011-05-31T12:40:25Z
ArnoldC,Scala,6877,294,lhartikk,2013-10-09T19:06:32Z
openwhisk,Scala,6781,1178,apache,2016-02-18T21:16:19Z
scala3,Scala,6262,1162,scala,2012-12-06T12:57:33Z
frontend,Scala,5889,570,guardian,2012-05-18T15:39:15Z
fpinscala,Scala,5829,3034,fpinscala,2012-02-23T15:26:37Z
cats,Scala,5451,1243,typelevel,2015-01-28T20:26:48Z
linkerd,Scala,5316,493,linkerd,2016-01-13T22:14:52Z
SynapseML,Scala,5230,860,microsoft,2017-06-05T08:23:44Z
sbt,Scala,4932,1036,sbt,2009-08-17T00:31:14Z
aerosolve,Scala,4803,562,airbnb,2015-05-12T19:11:57Z
scala-js,Scala,4704,404,scala-js,2013-02-18T16:33:55Z
chisel,Scala,4695,650,chipsalliance,2015-04-27T22:55:56Z
